Codigo,Descripcion,Precio Costo,Precio Venta,Precio Mayoreo,Inventario,Inv. Minimo,Departamento
9789702207375,MARCADOR PERMANENTE  PEN RX-200,0,10,0,16,1,12
 9S,PLUMA ROSA/ LILA CON BORRADOR,0,15,0,17,0,12
 A13 G,PLUMONES PERMANENTES MIAODIAN COLORES,0,15,0,17,0,12
6823450656184,CARGADOR PARA BOCINA,0,150,0,18,2,4
 SPART,ROCALETA,0,6,0,18,0,8
787257129479,BROCHE BACO ,0,5,0,19,0,1
 A 12 A,PLUMAS BIC CRISTAL,0,8,0,19,0,12
 A17,POSTIT NEON,0,25,0,19,2,12
218400168685,AUDIFONOS ECONOMICO,0,35,0,20,2,2
6922971053868,CARPETA OFICIO,0,5,0,20,2,12
 A 12,PLUMAS AGUACATE/ DURAZNO /PLANETA/CALAVERA UNICORNIO,0,25,0,20,2,12
 STVT56317,SACAPUNTAS DE HUARACHE/SIRENITA/ARCOIRIS/HELLO KITTY/PATO/BASURA/OSO/ELOTE/COCHI/UNICORNIO/GUSANO,0,15,0,22,0,12
 A04E ,PLUMAS ROLLER GEL,0,20,0,24,0,1
787257129417,BORRADORES,0,10,0,24,0,12
 11 C,MARCATEXTOS NEON,0,20,0,24,0,12
 A04,PLUMAS NEON,0,15,0,24,2,12
7503027768234,LAPIZ MIRADO,0,7,0,27,2,12
 T7P,SOBRE DE RONDANA,0,8,0,27,0,12
734365260051,BOLSAS DE REGALO MEDIANAS,0,30,0,28,2,12
 A04S,PLUMAS SIRENA/ / HELLO KITTY/MIMI / MINIUM/ DINOSAURIO MARIPOSA OSITO,0,25,0,32,1,12
7503027214397,LAPIZ HB HONG WEI,0,8,0,34,0,12
8577111118952,LIPIZ HB COLORES,0,8,0,35,0,12
 XS T,TIJERAS ESCOLAR,0,15,0,36,1,12
7503027214564,LAPIZ HB PELADOS,0,8,0,44,5,12
6927799682177,CHICLES,0,2,0,45,2,8
6931069220068,CINTA CHICA JANEL,0,5,0,46,0,12
7500907000743,ENMICADO TAMAÑO CARTA,0,20,0,47,0,12
8807963320747,LLAVEROS PERSONAJES/POMPON CON CORREA/BEBES,0,35,0,48,5,11
 SUPER,SACAPUNTAS NORMAL,0,5,0,51,2,12
7503027214281,LAPIZ HB ROSA/AZUL/LILA/VERDE,0,8,0,60,4,12
 7 PLU,PLUMA BIC ROJA/AZUL/NEGRA/ROJA/VERDE,0,7,0,63,0,12
 14 P M R,OPALINA DELGADA,0,3,0,67,5,12
 XR P,TARJETAS DE RAYAS 3X5,0,2,0,68,1,12
7501313109006,HOJAS ARCOIRIS,0,3,0,73,0,1
7501313107002,HOJA FOTO TAMAÑO CARTA,0,10,0,79,5,12
 T,SILICON,0,5,0,88,2,12
7501030667018,FOMI CON BRILLO,0,8,0,100,5,12
 XR M,TARJETAS DE RAYAS,0,46,0,100,2,12
 TABLET,SOBRE DISCO,0,3,0,102,2,12
6922971099569,CARPETA TAMAÑO CARTA,0,4,0,140,1,12
 PROTECTOR OPPO ,PROTECTOR SAMSUNG G71 SILICON,0,150,0,149,0,2
 D,PROTECTOR IPHONE 5G / 5S PLATA,0,150,0,150,0,2
 REGALO,PROTECTOR USO RUDO SAMSUNG J7 PRIME,0,150,0,150,0,2
7501313103004,HOJA FOTO 4X6,0,3,0,170,5,12
7501052620596,FOMI LISO,0,4,0,187,5,12
7501313115007,HOJAS DE COLOR,0,1,0,238,5,12
 XS A,TIEMPO MAQUINA 1 HORA,0,15,0,-1,0,1
 CARTULINA BLANCA,PROTECTOR IPHONE 13 PRO MAX PIEDRAS,0,250,0,-1,0,2
 S A52,RECARGA $10,0,10,0,-1,0,2
 SACAP,RECARGA $100,0,100,0,-1,0,2
 SACAPUNTAS N,RECARGA $150,0,150,0,-1,0,2
 SB,RECARGA $20,0,20,0,-1,0,2
 SEPAR,RECARGA $200,0,200,0,-1,0,2
 SHOCK,RECARGA $50,0,50,0,-1,0,2
6952525838276,COMBO CARGADOR PARA AUTO V8 1 HORA,0,110,0,-1,0,2
7500938002389,ESCANEO,0,5,0,-1,0,12
7501313124009,IMPRESION B/N,0.5,1,0.8,-1,0,12
7501323205002,IMPRESION COLOR,0,5,0,-1,1,12
7501323206009,IMPRESION DE CURP,0,10,0,-1,0,12
7501323212000,IMPRESION OFICIO,0,2,0,-1,0,12
8577111119775,LISTA DE MUSICA $50,0,50,0,-1,0,12
 SHARPIE C,RECARGA $30,0,30,0,-1,0,12
 SILICON,RECIBO DE LUIZ CFE,0,15,0,-1,0,12
 X IPH,TALOS DE PAGO,0,5,0,-1,0,12
 XS,TIEMPO CIBER 10 - 15 MIN,0,5,0,-1,0,12
 XS LILA,TIEMPO MAQUINA 1-10 MIN,0,3,0,-1,0,12
